"Park","Park_Code","State_MMI","Stream_Name","Loc_Name","year","Microhabitat","variable","value"
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2010","RIF","EPT Family Richness",9
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2010","RMUB","EPT Family Richness",5
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2011","LOG","EPT Family Richness",8
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2011","LP","EPT Family Richness",3
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2011","RIF","EPT Family Richness",9
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2011","RMUB","EPT Family Richness",9
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2012","LOG","EPT Family Richness",3
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2012","LP","EPT Family Richness",8
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2012","RIF","EPT Family Richness",9
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2012","RMUB","EPT Family Richness",8
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2013","LOG","EPT Family Richness",0
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2013","LP","EPT Family Richness",5
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2013","RIF","EPT Family Richness",8
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2013","RMUB","EPT Family Richness",7
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2014","LOG","EPT Family Richness",0
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2014","LP","EPT Family Richness",0
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2014","RMUB","EPT Family Richness",6
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2009","LOG","EPT Family Richness",9
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2009","LP","EPT Family Richness",6
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2009","RIF","EPT Family Richness",7
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2009","RMUB","EPT Family Richness",9
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2009","SS","EPT Family Richness",0
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2010","LOG","EPT Family Richness",12
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2010","LP","EPT Family Richness",11
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2010","M","EPT Family Richness",12
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2010","RIF","EPT Family Richness",9
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2010","RMUB","EPT Family Richness",8
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2011","LOG","EPT Family Richness",6
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2011","LP","EPT Family Richness",4
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2011","RIF","EPT Family Richness",3
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2011","RMUB","EPT Family Richness",8
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2012","LOG","EPT Family Richness",8
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2012","LP","EPT Family Richness",8
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2012","M","EPT Family Richness",5
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2012","RIF","EPT Family Richness",5
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2012","RMUB","EPT Family Richness",11
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2013","LOG","EPT Family Richness",3
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2013","LP","EPT Family Richness",6
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2013","RIF","EPT Family Richness",8
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2013","RMUB","EPT Family Richness",7
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2014","LOG","EPT Family Richness",4
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2014","LP","EPT Family Richness",5
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2014","RIF","EPT Family Richness",2
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2014","RMUB","EPT Family Richness",1
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2009","LOG","EPT Family Richness",7
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2009","LP","EPT Family Richness",8
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2009","M","EPT Family Richness",4
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2009","RIF","EPT Family Richness",8
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2009","RMUB","EPT Family Richness",10
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2009","SS","EPT Family Richness",4
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2010","LOG","EPT Family Richness",4
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2010","LP","EPT Family Richness",7
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2010","RIF","EPT Family Richness",4
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2010","RMUB","EPT Family Richness",9
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2013","LOG","EPT Family Richness",7
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2013","LP","EPT Family Richness",7
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2013","RIF","EPT Family Richness",8
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2013","RMUB","EPT Family Richness",5
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2014","LOG","EPT Family Richness",2
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2014","LP","EPT Family Richness",5
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2014","RIF","EPT Family Richness",7
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2014","RMUB","EPT Family Richness",7
"Valley Forge","VAFO","PRRIBI","Valley Creek","VAFO_01","2009","LP","EPT Family Richness",3
"Valley Forge","VAFO","PRRIBI","Valley Creek","VAFO_01","2009","M","EPT Family Richness",2
"Valley Forge","VAFO","PRRIBI","Valley Creek","VAFO_01","2009","RIF","EPT Family Richness",3
"Valley Forge","VAFO","PRRIBI","Valley Creek","VAFO_01","2009","RMUB","EPT Family Richness",2
"Valley Forge","VAFO","PRRIBI","Valley Creek","VAFO_01","2009","SS","EPT Family Richness",0
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2009","multi","EPT Family Richness",8
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2010","multi","EPT Family Richness",6
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2011","multi","EPT Family Richness",5
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2012","multi","EPT Family Richness",4
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2013","multi","EPT Family Richness",5
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2014","multi","EPT Family Richness",7
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2009","multi","EPT Family Richness",6
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2010","multi","EPT Family Richness",5
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2011","multi","EPT Family Richness",3
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2012","multi","EPT Family Richness",2
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2013","multi","EPT Family Richness",4
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2014","multi","EPT Family Richness",7
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2009","multi","EPT Family Richness",0
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2010","multi","EPT Family Richness",0
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2011","multi","EPT Family Richness",1
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2012","multi","EPT Family Richness",0
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2013","multi","EPT Family Richness",0
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2014","multi","EPT Family Richness",0
"Richmond Battlefield MP","RICH","CPMI","Boatswain Creek","RICH_03","2009","multi","EPT Family Richness",10
"Richmond Battlefield MP","RICH","CPMI","Boatswain Creek","RICH_03","2010","multi","EPT Family Richness",6
"Richmond Battlefield MP","RICH","CPMI","Boatswain Creek","RICH_03","2011","multi","EPT Family Richness",6
"Richmond Battlefield MP","RICH","CPMI","Boatswain Creek","RICH_03","2012","multi","EPT Family Richness",5
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2009","multi","EPT Family Richness",8
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2010","multi","EPT Family Richness",12
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2011","multi","EPT Family Richness",13
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2012","multi","EPT Family Richness",13
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2013","multi","EPT Family Richness",7
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2014","multi","EPT Family Richness",11
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2009","multi","EPT Family Richness",6
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2010","multi","EPT Family Richness",5
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2011","multi","EPT Family Richness",7
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2012","multi","EPT Family Richness",9
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2013","multi","EPT Family Richness",4
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2014","multi","EPT Family Richness",5
"Richmond Battlefield MP","RICH","CPMI","Western Run","RICH_07","2009","multi","EPT Family Richness",3
"Richmond Battlefield MP","RICH","CPMI","Western Run","RICH_07","2010","multi","EPT Family Richness",7
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2009","multi","EPT Family Richness",3
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2010","multi","EPT Family Richness",5
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2011","multi","EPT Family Richness",4
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2012","multi","EPT Family Richness",7
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2013","multi","EPT Family Richness",6
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2014","multi","EPT Family Richness",2
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","BOC","Total animals",27
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","LP","Total animals",98
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","M","Total animals",76
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","RIF","Total animals",267
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","RMUB","Total animals",139
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","SS","Total animals",20
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","LOG","Total animals",54
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","LP","Total animals",166
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","RIF","Total animals",429
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","RMUB","Total animals",183
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","LOG","Total animals",26
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","LP","Total animals",69
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","RIF","Total animals",239
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","RMUB","Total animals",56
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","SS","Total animals",5
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","LOG","Total animals",30
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","LP","Total animals",254
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","RIF","Total animals",600
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","RMUB","Total animals",85
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","LOG","Total animals",17
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","LP","Total animals",156
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","RIF","Total animals",360
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","RMUB","Total animals",176
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","LOG","Total animals",27
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","LP","Total animals",96
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","RIF","Total animals",221
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","RMUB","Total animals",105
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","LOG","Total animals",53
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","LP","Total animals",113
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","RIF","Total animals",200
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","RMUB","Total animals",69
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","LOG","Total animals",47
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","LP","Total animals",63
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","RIF","Total animals",113
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","RMUB","Total animals",25
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","BOC","Total animals",49
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","LP","Total animals",37
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","RIF","Total animals",197
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","RMUB","Total animals",43
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","SS","Total animals",13
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","LOG","Total animals",13
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","LP","Total animals",15
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","RIF","Total animals",35
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","RMUB","Total animals",86
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","LOG","Total animals",46
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","LP","Total animals",52
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","RIF","Total animals",68
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","RMUB","Total animals",71
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","LOG","Total animals",23
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","LP","Total animals",48
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","RIF","Total animals",39
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","RMUB","Total animals",104
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","LOG","Total animals",25
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","LP","Total animals",68
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","RIF","Total animals",51
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","RMUB","Total animals",30
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2014","LP","Total animals",4
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2014","RIF","Total animals",103
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2014","RMUB","Total animals",18
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","BOC","Total animals",129
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","LP","Total animals",131
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","RIF","Total animals",259
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","RMUB","Total animals",19
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","SS","Total animals",4
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","LOG","Total animals",19
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","LP","Total animals",29
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","RIF","Total animals",118
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","RMUB","Total animals",75
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2011","LP","Total animals",212
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2011","RIF","Total animals",129
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2011","RMUB","Total animals",207
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2012","LP","Total animals",360
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2012","RIF","Total animals",114
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2012","RMUB","Total animals",130
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2013","LOG","Total animals",60
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2013","RIF","Total animals",221
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2013","RMUB","Total animals",73
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2014","LP","Total animals",26
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2014","RIF","Total animals",61
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2014","RMUB","Total animals",71
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","LOG","Total animals",33
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","LP","Total animals",219
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","RIF","Total animals",1127
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","RMUB","Total animals",131
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","SS","Total animals",16
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","LOG","Total animals",103
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","LP","Total animals",210
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","RIF","Total animals",563
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","RMUB","Total animals",200
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2011","LOG","Total animals",272
